Province,Occupation,Year,_1st_quatile,_2nd_quatile,_3rd_quatile,_4th_quatile,Total
Northwest Territories,6314 - Customer and information services supervisors,2023,0,Nan,0,0,Nan
Northwest Territories,6315 - Cleaning supervisors,2023,Nan,Nan,Nan,Nan,Nan
Northwest Territories,6321 - Chefs,2023,0,Nan,0,0,Nan
Northwest Territories,6322 - Cooks,2023,Nan,Nan,0,Nan,5
Northwest Territories,"6331 - Butchers, meat cutters and fishmongers - retail and wholesale",2023,Nan,Nan,Nan,Nan,Nan
Northwest Territories,6332 - Bakers,2023,0,0,0,0,0
Northwest Territories,6512 - Bartenders,2023,0,0,0,0,0
Northwest Territories,6513 - Food and beverage servers,2023,0,0,0,0,0
Northwest Territories,6522 - Pursers and flight attendants,2023,Nan,Nan,Nan,Nan,Nan
Northwest Territories,6525 - Hotel front desk clerks,2023,0,0,0,0,0
Northwest Territories,6532 - Outdoor sport and recreational guides,2023,0,0,0,0,0
Northwest Territories,0631 - Restaurant and food service managers,2024,Nan,Nan,0,Nan,Nan
Northwest Territories,0632 - Accommodation service managers,2024,0,0,0,0,0
Northwest Territories,6311 - Food service supervisors,2024,Nan,0,Nan,Nan,5
Northwest Territories,6312 - Executive housekeepers,2024,Nan,Nan,Nan,Nan,Nan
Northwest Territories,"6313 - Accommodation, travel, tourism and related services supervisors",2024,0,0,0,0,0
Northwest Territories,6314 - Customer and information services supervisors,2024,0,0,0,0,0
Northwest Territories,6315 - Cleaning supervisors,2024,Nan,Nan,Nan,Nan,Nan
Northwest Territories,6321 - Chefs,2024,0,Nan,0,0,Nan
Northwest Territories,6322 - Cooks,2024,Nan,Nan,Nan,Nan,10
Northwest Territories,"6331 - Butchers, meat cutters and fishmongers - retail and wholesale",2024,Nan,Nan,Nan,Nan,Nan
Northwest Territories,6332 - Bakers,2024,0,0,Nan,Nan,Nan
Northwest Territories,6512 - Bartenders,2024,0,0,0,0,0
Northwest Territories,6513 - Food and beverage servers,2024,0,0,0,0,0
Northwest Territories,6522 - Pursers and flight attendants,2024,Nan,Nan,Nan,Nan,Nan
Northwest Territories,6525 - Hotel front desk clerks,2024,Nan,0,0,0,Nan
Northwest Territories,6532 - Outdoor sport and recreational guides,2024,0,0,0,0,0
Nunavut,0631 - Restaurant and food service managers,2018,Nan,Nan,Nan,Nan,Nan
Nunavut,0632 - Accommodation service managers,2018,Nan,Nan,Nan,Nan,Nan
Nunavut,6311 - Food service supervisors,2018,Nan,Nan,Nan,Nan,Nan
Nunavut,6312 - Executive housekeepers,2018,Nan,Nan,Nan,Nan,Nan
Nunavut,"6313 - Accommodation, travel, tourism and related services supervisors",2018,Nan,Nan,Nan,Nan,Nan
Nunavut,6314 - Customer and information services supervisors,2018,Nan,Nan,Nan,Nan,Nan
Nunavut,6315 - Cleaning supervisors,2018,Nan,Nan,Nan,Nan,Nan
Nunavut,6321 - Chefs,2018,0,0,Nan,Nan,Nan
Nunavut,6322 - Cooks,2018,0,0,0,0,0
Nunavut,"6331 - Butchers, meat cutters and fishmongers - retail and wholesale",2018,Nan,Nan,Nan,Nan,Nan
Nunavut,6332 - Bakers,2018,Nan,Nan,Nan,Nan,Nan
Nunavut,6512 - Bartenders,2018,Nan,Nan,Nan,Nan,Nan
Nunavut,6513 - Food and beverage servers,2018,Nan,Nan,Nan,Nan,Nan
Nunavut,6522 - Pursers and flight attendants,2018,Nan,Nan,Nan,Nan,Nan
Nunavut,6525 - Hotel front desk clerks,2018,Nan,Nan,Nan,Nan,Nan
Nunavut,6532 - Outdoor sport and recreational guides,2018,0,0,0,0,0
Nunavut,0631 - Restaurant and food service managers,2019,Nan,Nan,Nan,Nan,Nan
Nunavut,0632 - Accommodation service managers,2019,Nan,Nan,Nan,Nan,Nan
Nunavut,6311 - Food service supervisors,2019,Nan,Nan,Nan,Nan,Nan
Nunavut,6312 - Executive housekeepers,2019,Nan,Nan,Nan,Nan,Nan
Nunavut,"6313 - Accommodation, travel, tourism and related services supervisors",2019,Nan,Nan,Nan,Nan,Nan
Nunavut,6314 - Customer and information services supervisors,2019,Nan,Nan,Nan,Nan,Nan
Nunavut,6315 - Cleaning supervisors,2019,Nan,Nan,Nan,Nan,Nan
Nunavut,6321 - Chefs,2019,0,0,0,0,0
Nunavut,6322 - Cooks,2019,0,0,0,Nan,Nan
Nunavut,"6331 - Butchers, meat cutters and fishmongers - retail and wholesale",2019,Nan,Nan,Nan,Nan,Nan
Nunavut,6332 - Bakers,2019,Nan,Nan,Nan,Nan,Nan
Nunavut,6512 - Bartenders,2019,Nan,Nan,Nan,Nan,Nan
Nunavut,6513 - Food and beverage servers,2019,Nan,Nan,Nan,Nan,Nan
Nunavut,6522 - Pursers and flight attendants,2019,Nan,Nan,Nan,Nan,Nan
Nunavut,6525 - Hotel front desk clerks,2019,Nan,Nan,Nan,Nan,Nan
Nunavut,6532 - Outdoor sport and recreational guides,2019,0,0,Nan,0,Nan
Nunavut,0631 - Restaurant and food service managers,2020,Nan,Nan,Nan,Nan,Nan
Nunavut,0632 - Accommodation service managers,2020,Nan,Nan,Nan,Nan,Nan
Nunavut,6311 - Food service supervisors,2020,Nan,Nan,Nan,Nan,Nan
Nunavut,6312 - Executive housekeepers,2020,Nan,Nan,Nan,Nan,Nan
Nunavut,"6313 - Accommodation, travel, tourism and related services supervisors",2020,Nan,Nan,Nan,Nan,Nan
Nunavut,6314 - Customer and information services supervisors,2020,Nan,Nan,Nan,Nan,Nan
Nunavut,6315 - Cleaning supervisors,2020,Nan,Nan,Nan,Nan,Nan
Nunavut,6321 - Chefs,2020,0,0,0,0,0
Nunavut,6322 - Cooks,2020,0,0,0,0,0
Nunavut,"6331 - Butchers, meat cutters and fishmongers - retail and wholesale",2020,Nan,Nan,Nan,Nan,Nan
Nunavut,6332 - Bakers,2020,Nan,Nan,Nan,Nan,Nan
Nunavut,6512 - Bartenders,2020,Nan,Nan,Nan,Nan,Nan
Nunavut,6513 - Food and beverage servers,2020,Nan,Nan,Nan,Nan,Nan
Nunavut,6522 - Pursers and flight attendants,2020,Nan,Nan,Nan,Nan,Nan
Nunavut,6525 - Hotel front desk clerks,2020,Nan,Nan,Nan,Nan,Nan
Nunavut,6532 - Outdoor sport and recreational guides,2020,0,0,0,0,0
Nunavut,0631 - Restaurant and food service managers,2021,Nan,Nan,Nan,Nan,Nan
Nunavut,0632 - Accommodation service managers,2021,Nan,Nan,Nan,Nan,Nan
Nunavut,6311 - Food service supervisors,2021,Nan,Nan,Nan,Nan,Nan
Nunavut,6312 - Executive housekeepers,2021,Nan,Nan,Nan,Nan,Nan
Nunavut,"6313 - Accommodation, travel, tourism and related services supervisors",2021,Nan,Nan,Nan,Nan,Nan
Nunavut,6314 - Customer and information services supervisors,2021,Nan,Nan,Nan,Nan,Nan
Nunavut,6315 - Cleaning supervisors,2021,Nan,Nan,Nan,Nan,Nan
Nunavut,6321 - Chefs,2021,0,0,0,0,0
Nunavut,6322 - Cooks,2021,Nan,0,0,0,Nan
Nunavut,"6331 - Butchers, meat cutters and fishmongers - retail and wholesale",2021,Nan,Nan,Nan,Nan,Nan
Nunavut,6332 - Bakers,2021,Nan,Nan,Nan,Nan,Nan
Nunavut,6512 - Bartenders,2021,Nan,Nan,Nan,Nan,Nan
Nunavut,6513 - Food and beverage servers,2021,Nan,Nan,Nan,Nan,Nan
Nunavut,6522 - Pursers and flight attendants,2021,Nan,Nan,Nan,Nan,Nan
Nunavut,6525 - Hotel front desk clerks,2021,Nan,Nan,Nan,Nan,Nan
Nunavut,6532 - Outdoor sport and recreational guides,2021,0,0,0,0,0
Nunavut,0631 - Restaurant and food service managers,2022,Nan,Nan,Nan,Nan,Nan
Nunavut,0632 - Accommodation service managers,2022,Nan,Nan,Nan,Nan,Nan
Nunavut,6311 - Food service supervisors,2022,Nan,Nan,Nan,Nan,Nan
Nunavut,6312 - Executive housekeepers,2022,Nan,Nan,Nan,Nan,Nan
Nunavut,"6313 - Accommodation, travel, tourism and related services supervisors",2022,Nan,Nan,Nan,Nan,Nan
Nunavut,6314 - Customer and information services supervisors,2022,Nan,Nan,Nan,Nan,Nan
Nunavut,6315 - Cleaning supervisors,2022,Nan,Nan,Nan,Nan,Nan
Nunavut,6321 - Chefs,2022,0,0,0,0,0
Nunavut,6322 - Cooks,2022,0,0,0,0,0
Nunavut,"6331 - Butchers, meat cutters and fishmongers - retail and wholesale",2022,Nan,Nan,Nan,Nan,Nan
Nunavut,6332 - Bakers,2022,Nan,Nan,Nan,Nan,Nan
Nunavut,6512 - Bartenders,2022,Nan,Nan,Nan,Nan,Nan
Nunavut,6513 - Food and beverage servers,2022,Nan,Nan,Nan,Nan,Nan
Nunavut,6522 - Pursers and flight attendants,2022,Nan,Nan,Nan,Nan,Nan
Nunavut,6525 - Hotel front desk clerks,2022,Nan,Nan,Nan,Nan,Nan
Nunavut,6532 - Outdoor sport and recreational guides,2022,0,0,0,0,0
Nunavut,0631 - Restaurant and food service managers,2023,Nan,Nan,Nan,Nan,Nan
Nunavut,0632 - Accommodation service managers,2023,Nan,Nan,Nan,Nan,Nan
Nunavut,6311 - Food service supervisors,2023,Nan,Nan,Nan,Nan,Nan
Nunavut,6312 - Executive housekeepers,2023,Nan,Nan,Nan,Nan,Nan
Nunavut,"6313 - Accommodation, travel, tourism and related services supervisors",2023,Nan,Nan,Nan,Nan,Nan
Nunavut,6314 - Customer and information services supervisors,2023,Nan,Nan,Nan,Nan,Nan
Nunavut,6315 - Cleaning supervisors,2023,Nan,Nan,Nan,Nan,Nan
Nunavut,6321 - Chefs,2023,0,0,0,0,0
Nunavut,6322 - Cooks,2023,0,0,0,Nan,Nan
Nunavut,"6331 - Butchers, meat cutters and fishmongers - retail and wholesale",2023,Nan,Nan,Nan,Nan,Nan
Nunavut,6332 - Bakers,2023,Nan,Nan,Nan,Nan,Nan
Nunavut,6512 - Bartenders,2023,Nan,Nan,Nan,Nan,Nan
Nunavut,6513 - Food and beverage servers,2023,Nan,Nan,Nan,Nan,Nan
Nunavut,6522 - Pursers and flight attendants,2023,Nan,Nan,Nan,Nan,Nan
Nunavut,6525 - Hotel front desk clerks,2023,Nan,Nan,Nan,Nan,Nan
Nunavut,6532 - Outdoor sport and recreational guides,2023,0,0,0,0,0
Nunavut,0631 - Restaurant and food service managers,2024,Nan,Nan,Nan,Nan,Nan
Nunavut,0632 - Accommodation service managers,2024,Nan,Nan,Nan,Nan,Nan
Nunavut,6311 - Food service supervisors,2024,Nan,Nan,Nan,Nan,Nan
Nunavut,6312 - Executive housekeepers,2024,Nan,Nan,Nan,Nan,Nan
Nunavut,"6313 - Accommodation, travel, tourism and related services supervisors",2024,Nan,Nan,Nan,Nan,Nan
Nunavut,6314 - Customer and information services supervisors,2024,Nan,Nan,Nan,Nan,Nan
Nunavut,6315 - Cleaning supervisors,2024,Nan,Nan,Nan,Nan,Nan
Nunavut,6321 - Chefs,2024,0,0,0,0,0
Nunavut,6322 - Cooks,2024,0,0,0,0,0
Nunavut,"6331 - Butchers, meat cutters and fishmongers - retail and wholesale",2024,Nan,Nan,Nan,Nan,Nan
Nunavut,6332 - Bakers,2024,Nan,Nan,Nan,Nan,Nan
Nunavut,6512 - Bartenders,2024,Nan,Nan,Nan,Nan,Nan
Nunavut,6513 - Food and beverage servers,2024,Nan,Nan,Nan,Nan,Nan
Nunavut,6522 - Pursers and flight attendants,2024,Nan,Nan,Nan,Nan,Nan
Nunavut,6525 - Hotel front desk clerks,2024,Nan,Nan,Nan,Nan,Nan
Nunavut,6532 - Outdoor sport and recreational guides,2024,0,0,0,0,0
Newfoundland and Labrador ,0821 - Managers in agriculture,2018,0,0,0,0,0
Newfoundland and Labrador ,0823 - Managers in aquaculture,2018,0,3,0,0,3
Newfoundland and Labrador ,"2123 - Agricultural representatives, consultants and specialists",2018,0,0,0,0,0
Newfoundland and Labrador ,2222 - Agricultural and fish products inspectors,2018,0,0,0,0,0
Newfoundland and Labrador ,2225 - Landscape and horticulture technicians and specialists,2018,0,0,0,0,0
Newfoundland and Labrador ,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2018,0,0,0,3,3
Newfoundland and Labrador ,8431 - General farm workers,2018,0,0,3,0,3
Newfoundland and Labrador ,8432 - Nursery and greenhouse workers,2018,0,0,0,0,0
Newfoundland and Labrador ,8611 - Harvesting labourers,2018,0,0,0,0,0
Newfoundland and Labrador ,0821 - Managers in agriculture,2019,0,0,3,0,3
Newfoundland and Labrador ,0823 - Managers in aquaculture,2019,0,3,0,0,3
Newfoundland and Labrador ,"2123 - Agricultural representatives, consultants and specialists",2019,0,0,0,3,3
Newfoundland and Labrador ,2222 - Agricultural and fish products inspectors,2019,0,0,0,0,0
Newfoundland and Labrador ,2225 - Landscape and horticulture technicians and specialists,2019,0,0,0,0,0
Newfoundland and Labrador ,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2019,0,0,3,3,3
Newfoundland and Labrador ,8431 - General farm workers,2019,0,0,0,0,0
Newfoundland and Labrador ,8432 - Nursery and greenhouse workers,2019,0,0,0,0,0
Newfoundland and Labrador ,8611 - Harvesting labourers,2019,0,0,0,0,0
Newfoundland and Labrador ,0821 - Managers in agriculture,2020,0,0,0,0,0
Newfoundland and Labrador ,0823 - Managers in aquaculture,2020,0,0,3,0,3
Newfoundland and Labrador ,"2123 - Agricultural representatives, consultants and specialists",2020,0,0,0,0,0
Newfoundland and Labrador ,2222 - Agricultural and fish products inspectors,2020,0,0,0,0,0
Newfoundland and Labrador ,2225 - Landscape and horticulture technicians and specialists,2020,0,0,0,0,0
Newfoundland and Labrador ,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2020,0,3,5,3,10
Newfoundland and Labrador ,8431 - General farm workers,2020,3,0,3,3,5
Newfoundland and Labrador ,8432 - Nursery and greenhouse workers,2020,0,0,3,0,3
Newfoundland and Labrador ,8611 - Harvesting labourers,2020,0,0,0,0,0
Newfoundland and Labrador ,0821 - Managers in agriculture,2021,0,0,0,3,3
Newfoundland and Labrador ,0823 - Managers in aquaculture,2021,0,3,0,0,3
Newfoundland and Labrador ,"2123 - Agricultural representatives, consultants and specialists",2021,0,0,0,0,0
Newfoundland and Labrador ,2222 - Agricultural and fish products inspectors,2021,0,0,0,0,0
Newfoundland and Labrador ,2225 - Landscape and horticulture technicians and specialists,2021,0,0,0,0,0
Newfoundland and Labrador ,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2021,3,3,3,0,3
Newfoundland and Labrador ,8431 - General farm workers,2021,3,3,0,0,3
Newfoundland and Labrador ,8432 - Nursery and greenhouse workers,2021,0,0,0,0,0
Newfoundland and Labrador ,8611 - Harvesting labourers,2021,0,0,0,0,0
Newfoundland and Labrador ,0821 - Managers in agriculture,2022,0,0,0,0,0
Newfoundland and Labrador ,0823 - Managers in aquaculture,2022,0,3,3,0,3
Newfoundland and Labrador ,"2123 - Agricultural representatives, consultants and specialists",2022,0,0,0,0,0
Newfoundland and Labrador ,2222 - Agricultural and fish products inspectors,2022,0,0,0,0,0
Newfoundland and Labrador ,2225 - Landscape and horticulture technicians and specialists,2022,0,0,0,0,0
Newfoundland and Labrador ,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2022,3,0,0,3,3
Newfoundland and Labrador ,8431 - General farm workers,2022,3,3,3,3,10
Newfoundland and Labrador ,8432 - Nursery and greenhouse workers,2022,0,0,0,0,0
Newfoundland and Labrador ,8611 - Harvesting labourers,2022,0,0,0,0,0
Newfoundland and Labrador ,0821 - Managers in agriculture,2023,0,0,0,0,0
Newfoundland and Labrador ,0823 - Managers in aquaculture,2023,0,3,0,0,3
Newfoundland and Labrador ,"2123 - Agricultural representatives, consultants and specialists",2023,0,0,0,3,3
Newfoundland and Labrador ,2222 - Agricultural and fish products inspectors,2023,0,0,0,0,0
Newfoundland and Labrador ,2225 - Landscape and horticulture technicians and specialists,2023,0,0,0,0,0
Newfoundland and Labrador ,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2023,3,3,3,3,5
Newfoundland and Labrador ,8431 - General farm workers,2023,3,0,0,0,3
Newfoundland and Labrador ,8432 - Nursery and greenhouse workers,2023,0,0,0,0,0
Newfoundland and Labrador ,8611 - Harvesting labourers,2023,0,0,0,3,3
Newfoundland and Labrador ,0821 - Managers in agriculture,2024,0,0,0,0,0
Newfoundland and Labrador ,0823 - Managers in aquaculture,2024,3,3,0,3,3
Newfoundland and Labrador ,"2123 - Agricultural representatives, consultants and specialists",2024,0,0,0,0,0
Newfoundland and Labrador ,2222 - Agricultural and fish products inspectors,2024,0,0,0,0,0
Newfoundland and Labrador ,2225 - Landscape and horticulture technicians and specialists,2024,0,0,0,0,0
Newfoundland and Labrador ,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2024,0,5,3,3,10
Newfoundland and Labrador ,8431 - General farm workers,2024,0,0,0,0,0
Newfoundland and Labrador ,8432 - Nursery and greenhouse workers,2024,0,0,0,0,0
Newfoundland and Labrador ,8611 - Harvesting labourers,2024,0,0,0,0,0
Prince Edward Island ,0821 - Managers in agriculture,2018,0,3,0,0,3
Prince Edward Island ,0823 - Managers in aquaculture,2018,3,0,0,0,3
Prince Edward Island ,"2123 - Agricultural representatives, consultants and specialists",2018,0,0,0,0,0
Prince Edward Island ,2222 - Agricultural and fish products inspectors,2018,Nan,Nan,Nan,Nan,Nan
Prince Edward Island ,2225 - Landscape and horticulture technicians and specialists,2018,0,0,0,0,0
Prince Edward Island ,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2018,3,3,3,3,10
Prince Edward Island ,8431 - General farm workers,2018,3,5,3,3,15
Prince Edward Island ,8432 - Nursery and greenhouse workers,2018,0,0,0,0,0
Prince Edward Island ,8611 - Harvesting labourers,2018,3,0,3,3,3
Prince Edward Island ,0821 - Managers in agriculture,2019,0,0,3,0,3
Prince Edward Island ,0823 - Managers in aquaculture,2019,0,0,0,0,0
Prince Edward Island ,"2123 - Agricultural representatives, consultants and specialists",2019,0,0,0,0,0
Prince Edward Island ,2222 - Agricultural and fish products inspectors,2019,Nan,Nan,Nan,Nan,Nan
Prince Edward Island ,2225 - Landscape and horticulture technicians and specialists,2019,0,0,0,0,0
Prince Edward Island ,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2019,3,3,3,3,5
Prince Edward Island ,8431 - General farm workers,2019,3,3,0,3,5
Prince Edward Island ,8432 - Nursery and greenhouse workers,2019,3,0,0,0,0
Prince Edward Island ,8611 - Harvesting labourers,2019,3,0,0,0,3
Prince Edward Island ,0821 - Managers in agriculture,2020,0,0,0,0,0
Prince Edward Island ,0823 - Managers in aquaculture,2020,0,0,0,0,0
Prince Edward Island ,"2123 - Agricultural representatives, consultants and specialists",2020,0,3,3,0,3
Prince Edward Island ,2222 - Agricultural and fish products inspectors,2020,Nan,Nan,Nan,Nan,Nan
Prince Edward Island ,2225 - Landscape and horticulture technicians and specialists,2020,0,0,0,0,0
Prince Edward Island ,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2020,3,0,5,5,10
Prince Edward Island ,8431 - General farm workers,2020,3,0,3,3,10
Prince Edward Island ,8432 - Nursery and greenhouse workers,2020,0,0,0,0,0
Prince Edward Island ,8611 - Harvesting labourers,2020,0,0,0,0,0
Prince Edward Island ,0821 - Managers in agriculture,2021,0,0,0,0,0
Prince Edward Island ,0823 - Managers in aquaculture,2021,0,0,0,0,0
Prince Edward Island ,"2123 - Agricultural representatives, consultants and specialists",2021,0,0,0,0,0
Prince Edward Island ,2222 - Agricultural and fish products inspectors,2021,Nan,Nan,Nan,Nan,Nan
Prince Edward Island ,2225 - Landscape and horticulture technicians and specialists,2021,0,0,0,0,0
Prince Edward Island ,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2021,5,3,3,3,15
Prince Edward Island ,8431 - General farm workers,2021,5,3,3,3,15
Prince Edward Island ,8432 - Nursery and greenhouse workers,2021,0,0,0,0,0
Prince Edward Island ,8611 - Harvesting labourers,2021,0,0,0,0,0
Prince Edward Island ,0821 - Managers in agriculture,2022,0,0,0,0,0
Prince Edward Island ,0823 - Managers in aquaculture,2022,0,0,0,0,0
Prince Edward Island ,"2123 - Agricultural representatives, consultants and specialists",2022,0,0,3,0,3
Prince Edward Island ,2222 - Agricultural and fish products inspectors,2022,Nan,Nan,Nan,Nan,Nan
